timestamp,rms,peak,band_1x,band_2x,band_3x,band_5x,band_7x,temperature,train_state,label
2025-12-28T20:08:45.788627+00:00,0.187,0.264,3.019,3.757,0.008,0.006,1.4042553191489362,29.95,idle,defect
2025-12-28T20:08:46.751588+00:00,0.215,0.304,3.031,3.677,0.008,0.006,1.4074074074074074,29.95,idle,defect
2025-12-28T20:08:47.725977+00:00,0.215,0.304,3.031,3.677,0.008,0.006,1.4074074074074074,29.95,idle,defect
2025-12-28T20:08:48.684614+00:00,0.215,0.304,3.031,3.677,0.008,0.006,1.4074074074074074,29.95,idle,defect
2025-12-28T20:08:49.787396+00:00,1.303,1.842,15.335,12.617,0.329,0.046,1.4125766871165646,29.92,moving,defect
2025-12-28T20:08:50.761127+00:00,1.303,1.842,15.335,12.617,0.329,0.046,1.4125766871165646,29.92,moving,defect
2025-12-28T20:08:51.720461+00:00,1.303,1.842,15.335,12.617,0.329,0.046,1.4125766871165646,29.92,moving,defect
2025-12-28T20:08:52.694993+00:00,1.682,2.379,9.222,7.781,0.334,0.054,1.413547237076649,29.92,moving,defect
2025-12-28T20:08:53.652301+00:00,1.682,2.379,9.222,7.781,0.334,0.054,1.413547237076649,29.92,moving,defect
2025-12-28T20:08:54.611237+00:00,1.682,2.379,9.222,7.781,0.334,0.054,1.413547237076649,29.92,moving,defect
2025-12-28T20:08:55.585714+00:00,1.357,1.92,15.76,9.478,0.189,0.022,1.4138438880706923,29.92,moving,defect
2025-12-28T20:08:56.560875+00:00,1.357,1.92,15.76,9.478,0.189,0.022,1.4138438880706923,29.89,moving,defect
2025-12-28T20:08:57.534604+00:00,3.156,4.463,21.51,10.451,0.639,0.129,1.4136838770985112,29.89,moving,defect
2025-12-28T20:08:59.613621+00:00,3.156,4.463,21.51,10.451,0.639,0.129,1.4136838770985112,29.89,moving,defect
2025-12-28T20:09:00.588459+00:00,3.156,4.463,21.51,10.451,0.639,0.129,1.4136838770985112,29.89,moving,defect
2025-12-28T20:09:01.546752+00:00,0.356,0.503,3.044,3.502,0.011,0.007,1.4089635854341738,29.92,moving,defect
2025-12-28T20:09:02.521306+00:00,0.356,0.503,3.044,3.502,0.011,0.007,1.4089635854341738,29.92,moving,defect
2025-12-28T20:09:03.479725+00:00,0.356,0.503,3.044,3.502,0.011,0.007,1.4089635854341738,29.92,moving,defect
2025-12-28T20:09:04.454189+00:00,2.567,3.63,20.283,10.528,0.571,0.08,1.4135514018691588,29.92,moving,defect
2025-12-28T20:09:05.412334+00:00,2.567,3.63,20.283,10.528,0.571,0.08,1.4135514018691588,29.92,moving,defect
2025-12-28T20:09:06.339147+00:00,2.567,3.63,20.283,10.528,0.571,0.08,1.4135514018691588,29.92,moving,defect
2025-12-28T20:09:07.314530+00:00,1.89,2.673,17.896,10.862,0.404,0.1,1.413537810682179,29.92,moving,defect
2025-12-28T20:09:08.288773+00:00,1.89,2.673,17.896,10.862,0.404,0.1,1.413537810682179,29.92,moving,defect
2025-12-28T20:09:09.263470+00:00,1.89,2.673,17.896,10.862,0.404,0.1,1.413537810682179,29.89,moving,defect
2025-12-28T20:09:10.221620+00:00,1.413,1.998,22.091,12.688,0.11,0.02,1.413012729844413,29.89,moving,defect
2025-12-28T20:09:11.195591+00:00,1.413,1.998,22.091,12.688,0.11,0.02,1.413012729844413,29.92,moving,defect
2025-12-28T20:09:12.202520+00:00,1.413,1.998,22.091,12.688,0.11,0.02,1.413012729844413,29.92,moving,defect
2025-12-28T20:09:13.176567+00:00,0.807,1.141,3.889,5.252,0.026,0.007,1.4121287128712872,29.92,moving,defect
2025-12-28T20:09:14.119452+00:00,0.807,1.141,3.889,5.252,0.026,0.007,1.4121287128712872,29.89,moving,defect
2025-12-28T20:09:15.094418+00:00,0.807,1.141,3.889,5.252,0.026,0.007,1.4121287128712872,29.89,moving,defect
2025-12-28T20:09:16.068386+00:00,3.397,4.805,30.375,10.375,0.483,0.072,1.4140670982931136,29.92,moving,defect
2025-12-28T20:09:17.042937+00:00,3.397,4.805,30.375,10.375,0.483,0.072,1.4140670982931136,29.92,moving,defect
2025-12-28T20:09:18.001824+00:00,3.397,4.805,30.375,10.375,0.483,0.072,1.4140670982931136,29.92,moving,defect
2025-12-28T20:09:18.976399+00:00,0.681,0.963,3.717,5.246,0.029,0.008,1.412023460410557,29.95,moving,defect
2025-12-28T20:09:19.902685+00:00,0.681,0.963,3.717,5.246,0.029,0.008,1.412023460410557,29.95,moving,defect
2025-12-28T20:09:20.860808+00:00,0.681,0.963,3.717,5.246,0.029,0.008,1.412023460410557,29.87,moving,defect
2025-12-28T20:09:21.835224+00:00,4.547,6.431,8.386,7.229,0.237,0.031,1.414028144239226,29.87,moving,defect
2025-12-28T20:09:22.778653+00:00,4.547,6.431,8.386,7.229,0.237,0.031,1.414028144239226,29.87,moving,defect
2025-12-28T20:09:23.753425+00:00,4.547,6.431,8.386,7.229,0.237,0.031,1.414028144239226,29.89,moving,defect
2025-12-28T20:09:24.727460+00:00,1.443,2.041,7.728,7.462,0.135,0.013,1.4134349030470914,29.89,moving,defect
2025-12-28T20:09:25.669619+00:00,1.443,2.041,7.728,7.462,0.135,0.013,1.4134349030470914,29.89,moving,defect
2025-12-28T20:09:26.628119+00:00,1.443,2.041,7.728,7.462,0.135,0.013,1.4134349030470914,29.89,moving,defect
2025-12-28T20:09:27.602896+00:00,0.568,0.803,47.123,11.11,0.083,0.058,1.4112478031634448,29.89,moving,defect
2025-12-28T20:09:28.753317+00:00,0.568,0.803,47.123,11.11,0.083,0.058,1.4112478031634448,29.89,moving,defect
2025-12-28T20:09:29.728341+00:00,0.568,0.803,47.123,11.11,0.083,0.058,1.4112478031634448,29.89,moving,defect
2025-12-28T20:09:30.702515+00:00,1.608,2.274,65.535,17.622,0.022,0.019,1.413300186451212,29.92,moving,defect
2025-12-28T20:09:31.676621+00:00,1.608,2.274,65.535,17.622,0.022,0.019,1.413300186451212,29.92,moving,defect
2025-12-28T20:09:32.635018+00:00,1.608,2.274,65.535,17.622,0.022,0.019,1.413300186451212,29.89,moving,defect
2025-12-28T20:09:33.609958+00:00,2.361,3.339,25.033,12.177,0.717,0.115,1.4136325148179507,29.89,moving,defect
2025-12-28T20:09:34.583924+00:00,2.361,3.339,25.033,12.177,0.717,0.115,1.4136325148179507,29.89,moving,defect
2025-12-28T20:09:35.526845+00:00,2.361,3.339,25.033,12.177,0.717,0.115,1.4136325148179507,29.92,moving,defect
2025-12-28T20:09:36.501378+00:00,0.569,0.805,4.846,6.398,0.023,0.009,1.4122807017543861,29.92,moving,defect
2025-12-28T20:09:37.459485+00:00,0.569,0.805,4.846,6.398,0.023,0.009,1.4122807017543861,29.92,moving,defect
2025-12-28T20:09:38.418146+00:00,0.569,0.805,4.846,6.398,0.023,0.009,1.4122807017543861,29.92,moving,defect
2025-12-28T20:09:39.393769+00:00,1.376,1.947,24.217,13.271,0.229,0.036,1.413943355119826,29.92,moving,defect
2025-12-28T20:09:40.319281+00:00,1.376,1.947,24.217,13.271,0.229,0.036,1.413943355119826,29.92,moving,defect
2025-12-28T20:09:41.279105+00:00,1.376,1.947,24.217,13.271,0.229,0.036,1.413943355119826,29.92,moving,defect
2025-12-28T20:09:42.252863+00:00,0.995,1.408,10.009,7.331,0.077,0.013,1.4136546184738954,29.89,moving,defect
2025-12-28T20:09:43.210685+00:00,0.995,1.408,10.009,7.331,0.077,0.013,1.4136546184738954,29.89,moving,defect
2025-12-28T20:09:44.185534+00:00,0.995,1.408,10.009,7.331,0.077,0.013,1.4136546184738954,29.89,moving,defect
2025-12-28T20:09:45.160446+00:00,1.854,2.622,61.651,15.207,0.199,0.062,1.413477088948787,29.92,moving,defect
2025-12-28T20:09:46.134456+00:00,1.854,2.622,61.651,15.207,0.199,0.062,1.413477088948787,29.92,moving,defect
2025-12-28T20:09:47.077651+00:00,1.854,2.622,61.651,15.207,0.199,0.062,1.413477088948787,29.89,moving,defect
2025-12-28T20:09:48.052557+00:00,0.335,0.474,3.564,5.41,0.012,0.007,1.4107142857142856,29.89,moving,defect
