timestamp,rms,peak,band_1x,band_2x,band_3x,band_5x,band_7x,temperature,train_state,label
2025-12-28T00:59:17.214422+00:00,0.182,0.258,3.126,4.077,0.009,0.006,1.4098360655737705,28.55,moving,good
2025-12-28T00:59:18.179204+00:00,0.182,0.258,3.126,4.077,0.009,0.006,1.4098360655737705,28.55,moving,good
2025-12-28T00:59:19.153377+00:00,0.182,0.258,4.487,5.579,0.05,0.02,1.4098360655737705,28.49,moving,good
2025-12-28T00:59:20.127166+00:00,0.7,0.99,4.487,5.579,0.05,0.02,1.4122681883024253,28.49,moving,good
2025-12-28T00:59:21.101959+00:00,0.7,0.99,4.487,4.077,0.05,0.02,1.4122681883024253,28.55,moving,good
2025-12-28T00:59:23.178019+00:00,0.528,0.746,3.657,4.077,0.045,0.016,1.4102079395085065,28.55,moving,good
2025-12-28T00:59:24.134440+00:00,0.528,0.746,3.211,3.732,0.045,0.007,1.4102079395085065,28.49,moving,good
2025-12-28T00:59:26.194149+00:00,0.488,0.691,3.211,3.732,0.015,0.007,1.413087934560327,28.55,moving,good
2025-12-28T00:59:27.136022+00:00,0.488,0.691,3.211,3.732,0.015,0.007,1.413087934560327,28.55,moving,good
2025-12-28T00:59:28.109812+00:00,0.727,1.028,6.879,6.471,0.151,0.048,1.4120879120879122,28.52,moving,good
2025-12-28T00:59:29.083301+00:00,0.727,1.028,6.879,6.471,0.151,0.048,1.4120879120879122,28.52,moving,good
2025-12-28T00:59:30.056729+00:00,0.727,1.028,6.879,6.471,0.151,0.048,1.4120879120879122,28.52,moving,good
2025-12-28T00:59:31.030060+00:00,1.038,1.469,3.437,4.105,0.124,0.033,1.4138594802694902,28.52,moving,good
2025-12-28T00:59:31.955398+00:00,1.038,1.469,3.437,4.105,0.124,0.033,1.4138594802694902,28.52,moving,good
2025-12-28T00:59:32.913096+00:00,1.038,1.469,3.437,4.105,0.124,0.033,1.4138594802694902,28.52,moving,good
2025-12-28T00:59:33.870403+00:00,1.106,1.564,4.658,5.775,0.111,0.027,1.4128274616079495,28.52,moving,good
