timestamp,rms,peak,band_1x,band_2x,band_3x,band_5x,band_7x,temperature,train_state,label
2025-12-28T04:41:29.741439+00:00,0.298,0.421,2.941,3.55,0.011,0.006,1.4080267558528428,28.25,idle,idle
2025-12-28T04:41:33.511592+00:00,0.294,0.416,3.036,4.365,0.009,0.006,1.4101694915254237,28.23,idle,idle
2025-12-28T04:41:34.468792+00:00,0.294,0.416,3.036,4.365,0.009,0.006,1.4101694915254237,28.23,idle,idle
2025-12-28T04:41:35.426651+00:00,0.294,0.416,3.036,4.365,0.009,0.006,1.4101694915254237,28.23,idle,idle
2025-12-28T04:41:36.384623+00:00,0.248,0.351,3.189,3.886,0.009,0.006,1.4096385542168675,28.28,idle,idle
2025-12-28T04:41:37.341770+00:00,0.248,0.351,3.189,3.886,0.009,0.006,1.4096385542168675,28.28,idle,idle
2025-12-28T04:41:38.267795+00:00,0.248,0.351,3.189,3.886,0.009,0.006,1.4096385542168675,28.28,idle,idle
2025-12-28T04:41:39.241348+00:00,0.258,0.364,2.992,3.712,0.009,0.006,1.4054054054054053,28.28,idle,idle
2025-12-28T04:41:40.167226+00:00,0.258,0.364,2.992,3.712,0.009,0.006,1.4054054054054053,28.28,idle,idle
2025-12-28T04:41:41.109055+00:00,0.258,0.364,2.992,3.712,0.009,0.006,1.4054054054054053,28.25,idle,idle
2025-12-28T04:41:42.082559+00:00,0.268,0.379,2.903,3.784,0.01,0.006,1.4089219330855018,28.25,idle,idle
2025-12-28T04:41:43.040329+00:00,0.268,0.379,2.903,3.784,0.01,0.006,1.4089219330855018,28.25,idle,idle
2025-12-28T04:41:44.013858+00:00,0.268,0.379,2.903,3.784,0.01,0.006,1.4089219330855018,28.28,idle,idle
2025-12-28T04:41:44.955609+00:00,0.23,0.325,3.092,3.606,0.009,0.006,1.406926406926407,28.28,idle,idle
2025-12-28T04:41:45.929650+00:00,0.23,0.325,3.092,3.606,0.009,0.006,1.406926406926407,28.31,idle,idle
2025-12-28T04:41:46.823229+00:00,0.23,0.325,3.092,3.606,0.009,0.006,1.406926406926407,28.31,idle,idle
2025-12-28T04:41:47.796820+00:00,0.276,0.391,2.97,3.703,0.009,0.006,1.411552346570397,28.31,idle,idle
2025-12-28T04:41:48.754255+00:00,0.276,0.391,2.97,3.703,0.009,0.006,1.411552346570397,28.25,idle,idle
2025-12-28T04:41:49.696332+00:00,0.276,0.391,2.97,3.703,0.009,0.006,1.411552346570397,28.25,idle,idle
2025-12-28T04:41:50.670156+00:00,0.243,0.343,3.133,4.899,0.009,0.006,1.4057377049180328,28.28,idle,idle
2025-12-28T04:41:51.612001+00:00,0.243,0.343,3.133,4.899,0.009,0.006,1.4057377049180328,28.28,idle,idle
2025-12-28T04:41:52.553325+00:00,0.253,0.358,2.98,4.006,0.009,0.006,1.4094488188976377,28.28,idle,idle
2025-12-28T04:41:54.628737+00:00,0.253,0.358,2.98,4.006,0.009,0.006,1.4094488188976377,28.28,idle,idle
2025-12-28T04:41:55.586198+00:00,0.253,0.358,2.98,4.006,0.009,0.006,1.4094488188976377,28.23,idle,idle
2025-12-28T04:41:56.559495+00:00,0.25,0.354,3.071,3.971,0.009,0.006,1.4103585657370517,28.23,idle,idle
2025-12-28T04:41:57.533141+00:00,0.25,0.354,3.071,3.971,0.009,0.006,1.4103585657370517,28.23,idle,idle
2025-12-28T04:41:58.507575+00:00,0.25,0.354,3.071,3.971,0.009,0.006,1.4103585657370517,28.28,idle,idle
2025-12-28T04:41:59.480994+00:00,0.269,0.381,3.02,3.95,0.009,0.006,1.411111111111111,28.28,idle,idle
2025-12-28T04:42:00.454081+00:00,0.269,0.381,3.02,3.95,0.009,0.006,1.411111111111111,28.31,idle,idle
2025-12-28T04:42:01.396532+00:00,0.269,0.381,3.02,3.95,0.009,0.006,1.411111111111111,28.31,idle,idle
2025-12-28T04:42:02.338064+00:00,0.246,0.347,2.96,3.18,0.009,0.006,1.4048582995951415,28.31,idle,idle
2025-12-28T04:42:03.296378+00:00,0.246,0.347,2.96,3.18,0.009,0.006,1.4048582995951415,28.31,idle,idle
2025-12-28T04:42:04.253141+00:00,0.246,0.347,2.96,3.18,0.009,0.006,1.4048582995951415,28.31,idle,idle
2025-12-28T04:42:05.227107+00:00,0.241,0.341,3.079,4.0,0.009,0.006,1.4090909090909092,28.28,idle,idle
2025-12-28T04:42:06.168846+00:00,0.241,0.341,3.079,4.0,0.009,0.006,1.4090909090909092,28.28,idle,idle
2025-12-28T04:42:07.142573+00:00,0.241,0.341,3.079,4.0,0.009,0.006,1.4090909090909092,28.28,idle,idle
2025-12-28T04:42:08.115957+00:00,0.255,0.361,2.858,3.429,0.009,0.006,1.41015625,28.28,idle,idle
2025-12-28T04:42:09.089436+00:00,0.255,0.361,2.858,3.429,0.009,0.006,1.41015625,28.28,idle,idle
2025-12-28T04:42:10.031386+00:00,0.255,0.361,2.858,3.429,0.009,0.006,1.41015625,28.31,idle,idle
2025-12-28T04:42:13.862367+00:00,0.272,0.385,3.071,3.441,0.01,0.006,1.4102564102564101,28.31,idle,idle
2025-12-28T04:42:14.803697+00:00,0.272,0.385,3.071,3.441,0.01,0.006,1.4102564102564101,28.28,idle,idle
2025-12-28T04:42:15.777301+00:00,0.272,0.385,3.071,3.441,0.01,0.006,1.4102564102564101,28.28,idle,idle
2025-12-28T04:42:16.703398+00:00,0.288,0.408,3.203,3.983,0.01,0.006,1.411764705882353,28.28,idle,idle
2025-12-28T04:42:17.645592+00:00,0.288,0.408,3.203,3.983,0.01,0.006,1.411764705882353,28.31,idle,idle
2025-12-28T04:42:18.570746+00:00,0.288,0.408,3.203,3.983,0.01,0.006,1.411764705882353,28.31,idle,idle
2025-12-28T04:42:19.528415+00:00,0.366,0.518,2.932,3.758,0.01,0.006,1.4114441416893733,28.31,idle,idle
2025-12-28T04:42:20.486574+00:00,0.366,0.518,2.932,3.758,0.01,0.006,1.4114441416893733,28.31,idle,idle
2025-12-28T04:42:21.427748+00:00,0.366,0.518,2.932,3.758,0.01,0.006,1.4114441416893733,28.31,idle,idle
2025-12-28T04:42:22.385700+00:00,0.366,0.558,3.058,3.759,0.01,0.006,1.5204359673024526,28.31,idle,idle
2025-12-28T04:42:23.311076+00:00,0.394,0.558,3.058,3.759,0.01,0.006,1.4126582278481012,28.31,idle,idle
2025-12-28T04:42:24.269063+00:00,0.394,0.558,3.058,3.759,0.01,0.006,1.4126582278481012,28.33,idle,idle
2025-12-28T04:42:25.354371+00:00,0.256,0.362,3.088,3.949,0.009,0.006,1.4085603112840466,28.33,idle,idle
2025-12-28T04:42:26.311687+00:00,0.256,0.362,3.088,3.949,0.009,0.006,1.4085603112840466,28.33,idle,idle
2025-12-28T04:42:27.269840+00:00,0.256,0.362,3.088,3.949,0.009,0.006,1.4085603112840466,28.31,idle,idle
2025-12-28T04:42:28.243377+00:00,0.259,0.367,3.014,3.355,0.009,0.006,1.4115384615384614,28.31,idle,idle
2025-12-28T04:42:29.185089+00:00,0.259,0.367,3.014,3.355,0.009,0.006,1.4115384615384614,28.33,idle,idle
2025-12-28T04:42:30.126837+00:00,0.259,0.367,3.014,3.355,0.009,0.006,1.4115384615384614,28.33,idle,idle
2025-12-28T04:42:31.196101+00:00,0.293,0.415,3.02,3.893,0.01,0.006,1.41156462585034,28.31,idle,idle
